Added 	 增加
Client-side SQL injection \(reflected DOM-based\)(\s+\[[0-9]+\])?	客户端SQL注入（基于DOM反射型）$1
Client-side SQL injection \(stored DOM-based\)(\s+\[[0-9]+\])?	客户端SQL注入（基于DOM存储型）$1
Client-side XPath injection \(DOM-based\)(\s+\[[0-9]+\])?	客户端XPath注入（基于DOM）$1
Client-side XPath injection \(reflected DOM-based\)(\s+\[[0-9]+\])?	客户端XPath注入（基于DOM反射型）$1
Client-side XPath injection \(stored DOM-based\)(\s+\[[0-9]+\])?	客户端XPath注入（基于DOM存储型）$1
Client-side template injection(\s+\[[0-9]+\])?	客户端模板注入$1
Collaborator (.*) interaction	Collaborator的$1通信
Comments search \| (https?://.*)	评论搜索| $1
Comparing site maps: ([0-9]+)% complete	比较站点地图： $1% 完成
Configuration "(.*)" has the same name as a built-in configuration.	设置"$1"与内置设置的名称相同。
Configuration "(.*)" is already present in the library.	库中已存在"$1"的设置。
Configure Macro Item: ([A-Z]+) request to (https?://.*)	配置宏项：$2 到 $1 请求
Content discovery: (https?://.*)	内容搜索：$1
Content type incorrectly stated(\s+\[[0-9]+\])?	内容类型不正确$1
Content type is not specified(\s+\[[0-9]+\])?	未指定内容类型$1
Cookie manipulation \(DOM-based\)(\s+\[[0-9]+\])?	Cookie操作(DOM基础)$1
Cookie manipulation \(reflected DOM-based\)(\s+\[[0-9]+\])?	Cookie操作(基于DOM反射型)$1
Cookie manipulation \(stored DOM-based\)(\s+\[[0-9]+\])?	Cookie操作(基于DOM存储型)$1
Cookie scoped to parent domain(\s+\[[0-9]+\])?	父域范围cookie$1
Cookie without HttpOnly flag set(\s+\[[0-9]+\])?	没有设置HttpOnly标志的cookie$1
Could not create file: (.*)	无法创建文件：$1
Could not load configuration from (.*)	无法从 $1 读取配置
Could not obtain lock on file: (.*)	无法获得文件锁定： $1
Credit card numbers disclosed(\s+\[[0-9]+\])?	信用卡号码泄漏$1
Cross-domain POST(\s+\[[0-9]+\])?	跨域POST$1
Cross-domain Referer leakage(\s+\[[0-9]+\])?	跨域Referer泄漏$1
Cross-domain script include(\s+\[[0-9]+\])?	跨域脚本加载$1
Cross-origin resource sharing(\s+\[[0-9]+\])?	跨源资源共享$1
Cross-origin resource sharing: all subdomains trusted(\s+\[[0-9]+\])?	跨源资源共享：信任所有子域$1
Cross-origin resource sharing: arbitrary origin trusted(\s+\[[0-9]+\])?	跨源资源共享：信任任何Origin$1
Cross-origin resource sharing: unencrypted origin trusted(\s+\[[0-9]+\])?	跨源资源共享：信任未加密的来源$1
Cross-site request forgery(\s+\[[0-9]+\])?	跨站请求伪造$1
Cross-site scripting \(DOM-based\)(\s+\[[0-9]+\])?	跨站点脚本（基于DOM）$1
Cross-site scripting \(reflected DOM-based\)(\s+\[[0-9]+\])?	跨站点脚本（基于DOM反射型）$1
Cross-site scripting \(reflected\)(\s+\[[0-9]+\])?	跨站点脚本（反射型）$1
Cross-site scripting \(stored DOM-based\)(\s+\[[0-9]+\])?	跨站点脚本（基于DOM存储型）$1
Cross-site scripting \(stored\)(\s+\[[0-9]+\])?	跨站点脚本（存储型）$1
DOM data manipulation \(DOM-based\)(\s+\[[0-9]+\])?	DOM数据操作（基于DOM）$1
DOM data manipulation \(reflected DOM-based\)(\s+\[[0-9]+\])?	DOM数据操作（基于DOM反射型）$1
DOM data manipulation \(stored DOM-based\)(\s+\[[0-9]+\])?	DOM数据操作（基于DOM存储型）$1
Database connection string disclosed(\s+\[[0-9]+\])?	数据库连接字符串泄漏$1
Deleted directory: (.*)	删除目录： $1
Denial of service \(DOM-based\)(\s+\[[0-9]+\])?	拒绝服务（基于DOM）$1
Denial of service \(reflected DOM-based\)(\s+\[[0-9]+\])?	拒绝服务（基于DOM反射型）$1
Denial of service \(stored DOM-based\)(\s+\[[0-9]+\])?	拒绝服务（基于DOM存储型）$1
Detach (.*)	$1断开
Detection methods: (.*)	检测方法：$1
Directory listing(\s+\[[0-9]+\])?	目录列表$1
Disk: (.*)	磁盘：$1
Document domain manipulation \(DOM-based\)(\s+\[[0-9]+\])?	文档域操作（基于DOM）$1
Document domain manipulation \(reflected DOM-based\)(\s+\[[0-9]+\])?	文档域操作（基于DOM反射型）$1
Document domain manipulation \(stored DOM-based\)(\s+\[[0-9]+\])?	文档域操作（基于DOM存储型）$1
Doing bit correlation test: bit ([0-9]+)	做位相关测试: bit $1
Doing character set tests: position ([0-9]+)	正在进行字符集测试：$1个字符
Doing spectral tests: bit ([0-9]+)	正在进行的频谱测试：bit $1
Download (JRuby|Jython)	$1下载
Downloading( \([0-9]+%\))?	在下载中$1
Duplicate cookies set(\s+\[[0-9]+\])?	重复cookie$1
Email addresses disclosed(\s+\[[0-9]+\])?	电子邮件地址泄漏$1
Expression Language injection(\s+\[[0-9]+\])?	表达式语言注入$1
Extension file \(\.(jar|py|rb)\):	扩展文件(.$1):
Extension generated issue(\s+\[[0-9]+\])?	使用扩展创建的问题$1
External service interaction \(DNS\)(\s+\[[0-9]+\])?	与外部服务（DNS）通信$1
External service interaction \(HTTP\)(\s+\[[0-9]+\])?	与外部服务（HTTP）通信$1
External service interaction \(SMTP\)(\s+\[[0-9]+\])?	与外部服务（SMTP）通信$1
Failed to connect to (.*:[0-9]+)	$1无法连接
Failed to create Burp project:(.*)	无法创建Burp项目：$1
Failed to delete directory: (.*)	目录无法删除：$1
Failed to import certificate: (.*)	无法导入证书： $1
Failed to load certificate: (.*)	无法加载证书：$1
File path manipulation(\s+\[[0-9]+\])?	文件路径操作$1
File path traversal(\s+\[[0-9]+\])?	文件路径遍历$1
File size: ([0-9,]+) bytes?	文件大小: $1 字节
File upload functionality(\s+\[[0-9]+\])?	文件上传功能$1
